norm_means_everyone,V2,nat_means_everyone,V4,log_cv_everyone,PD_everyone,PD_everyone_Mc
,,,,,,
3.382,1.50197400973716,90.9182916408269,265.753602185103,0.465827893210466,,0.691859830943754
3.91913657948577,1.52454302879199,161.215335449991,491.357135964126,0.48399091640996,,0.697815848474036
4.43730581443201,1.54504403836841,279.661175508303,885.239741556248,0.500428723911489,,0.69958856414285
4.9327381611503,1.56426469944893,473.316666104013,1551.63423105644,0.515637555312577,,0.70428595861231
5.40656264422466,1.58235330032153,782.560441621322,2649.94621876984,0.529719169363932,,0.712047525801255
5.85978736807799,1.59952750687366,1265.45764197628,4415.83167708198,0.542764897757389,,0.717165561612802
6.29318612716808,1.6161679916259,2003.56018058715,7189.01014788823,0.554866704862778,,0.726930851732162
6.70725271252761,1.6329218148495,3108.78215668857,11447.4744585238,0.56611939264191,,0.724609983302439
7.10212585297738,1.65085492496809,4731.13757560638,17847.9795741111,0.57662348327689,,0.72813780951912
7.47747930087307,1.67165991625497,7066.84225577072,27271.8378451723,0.586489008756021,,0.73734122404371
7.83237476187944,1.69790812628946,10365.8216499051,40873.7039774192,0.595840263011725,,0.734324318032247
8.16508031960819,1.7332994595889,14936.9850049283,60129.0604525571,0.604821472812265,,0.745122108406546
8.47286671873318,1.782803546745,21148.6927593349,86873.3736055231,0.613603159079015,,0.746882476038184
8.75181026025282,1.85251571455114,29420.7130215075,123322.366634117,0.622388656718662,,0.754500308706365
8.99665520638085,1.9490242816576,40202.8874128496,172058.869329452,0.631419818961646,,0.756472516105846
9.20081854152756,2.07818796725525,53935.3118597424,235968.247253016,0.640980372440994,,0.759669867930397
9.3566471294372,2.24348678149346,70986.1572446804,318103.527079672,0.65139481774996,,0.769206918160729
9.45604288532164,2.44440505826962,91567.7109097198,421466.233163661,0.663020428303942,,0.777198411072915
9.49152694055106,2.6754015250259,115639.81022596,548703.270077874,0.676230178157917,,0.781681916458077
9.4576927900196,2.92585103667107,142821.624998287,701745.657520894,0.691385763762976,,0.793780172664532
9.35280586206223,3.18106827550066,172343.142070117,881447.553737339,0.708802470304953,,0.811014570556873
9.18011071950801,3.4242826828709,203068.617001818,1087311.10154426,0.728711011174464,,0.821721467700247
8.94833580671919,3.63920608336468,233608.445000865,1317385.41203856,0.751224311434103,,0.836936125761168
8.67105433807837,3.81261245466384,262504.717232333,1568392.89170902,0.776317753196171,,0.855046739788205
8.36495270341862,3.93626023933673,288443.303955685,1836069.32131565,0.803828612569348,,0.866823713554901
8.04748379286165,4.00766636521438,310431.433572757,2115634.9831124,0.833475049216114,,0.883618134890406
7.73459405475675,4.02964654518232,327894.289810745,2402278.30276905,0.864889465169499,,0.896346835162381
7.43910049116476,4.00895097266101,340678.028187229,2691547.05267687,0.897657851476474,,0.911900408922451
7.16996357299749,3.95453437284495,348979.417975556,2979591.3642723,0.931356892892875,,0.922216549971205
6.93236584128051,3.8759518685519,353238.570656901,3263257.63939783,0.965583244613977,,0.930392260318315
6.72831460731383,3.78216964383077,354029.0857235,3540069.05935887,0.999972790763501,,0.939226050425053
6.55746233502741,3.68086338917239,351967.448574392,3808140.13307939,1.03421042134424,,0.944854713651324
6.41791594423299,3.57813404060602,347649.897343195,4066066.37927743,1.068032358817,,0.955266979107711
6.30691050527622,3.47851337237807,341615.453237012,4312816.4122633,1.10122346341003,,0.960340689378985
6.22130718974237,3.38513504467142,334329.29124556,4547640.23868447,1.13361167292562,,0.964285452849534
6.15792607437366,3.29997671404283,326179.7537887,4769997.94141888,1.1650611910415,,0.967352864634716
6.1137464665975,3.22411294400631,317483.312137448,4979507.47146602,1.19546548591693,,0.971280946134002
6.08601146328625,3.15794627493741,308493.365563928,5175907.95474337,1.22474071593168,,0.97331236268086
6.07226874624726,3.10140246220003,299410.250259743,5359034.49722667,1.25281988843673,,0.975953729154613
6.07037210278559,3.05408689164486,290390.959850974,5528800.96702412,1.27964786368707,,0.977272001796571
6.07846087301274,3.01540485658007,281557.839690525,5685188.04062108,1.30517720945077,,0.976617754446746
6.09492863543982,2.98465079408125,273005.981330795,5828234.60763839,1.3293648632113,,0.977583544307962
6.11838814000757,2.9610721873422,264809.300919084,5958031.30263798,1.35216954580892,,0.977888090279393
6.14763656466056,2.94391354657428,257025.410945645,6074715.44169623,1.37354987686639,,0.978105283369679
6.18162327911361,2.93244519522147,249699.443003209,6178466.99876498,1.39346315772266,,0.978315379169854
6.21942114018191,2.92598078274968,242866.985520279,6269505.49079618,1.41186480470838,,0.978221823584486
6.26020167366342,2.92388665655453,236556.286556267,6348087.78066962,1.42870842945361,,0.975046653443268
6.30321414183836,2.92558551744691,230789.850247011,6414506.87772182,1.44394656977165,,0.974075312182148
6.34776833180252,2.93055618112192,225585.533188835,6469091.83540506,1.45753207156245,,0.973028714823718
6.39322084718954,2.93833077711921,220957.227389305,6512208.82674264,1.46942010694426,,0.972006700328035
6.43896469136478,2.94849033164456,216915.200928976,6544263.42869882,1.47957078537409,,0.966927114204284
6.48442195918575,2.96065939083397,213466.156664322,6565704.07121961,1.48795227342062,,0.965510222201546
6.52903948389795,2.97450013431357,210613.06307615,6577026.50891297,1.49454428791083,,0.964181552424966
6.57228730014522,2.98970629271519,208354.809292211,6578779.05656612,1.49934177179165,,0.962710324345673
6.61365977309591,3.00599710490174,206685.737666376,6571568.19893756,1.50235851010919,,0.961221433385025
6.65267920128535,3.02311151883327,205595.111075344,6556064.04840867,1.50363040449728,,0.960665532046782
6.68890162529068,3.04080284141232,205066.576994426,6533004.99302281,1.50321810794713,,0.958942244872157
6.72192446910233,3.05883406310902,205077.694848364,6503200.76857128,1.50120873471155,,0.957214229328702
6.75139551504279,3.07697410694676,205599.595312598,6467533.12226475,1.4977164060623,,0.956446445670861
6.77702258121727,3.09499526189683,206596.838350602,6426953.2352613,1.49288146882473,,0.954975670916862
6.79858315289785,3.11267204214052,208027.529250667,6382475.1595199,1.4868683222382,,0.954548451102185
6.81593313920253,3.12978165398211,209843.737796677,6335164.71864388,1.47986189789304,,0.9532290386408
6.82901390686845,3.14610614642819,211992.244930523,6286123.62944682,1.47206294413088,,0.952790484785625
6.83785680188037,3.16143617439494,214415.614976085,6236469.01143742,1.4636823587173,,0.952909159583649
6.84258451563432,3.17557613090267,217053.562063252,6187308.93520394,1.45493488365179,,0.95181662308571
6.84340888031197,3.18835023159232,219844.550192806,6139715.16611516,1.44603251959947,,0.95135642292833
6.84062496864603,3.19960899156372,222727.541306365,6094694.71752438,1.43717803383774,,0.952165551583962
6.83460169380868,3.20923544944223,225643.788461317,6053162.16048966,1.42855892581983,,0.95217067808446
6.82576941544631,3.21715048674173,228538.564500606,6015914.77438705,1.42034217995389,,0.956057531764065
6.81460531707442,3.223316668122,231362.721634854,5983612.51786923,1.41267007759567,,0.956321093606734
6.80161749463821,3.22774018025215,234073.993457652,5956764.44397183,1.40565726202099,,0.956889534217613
6.78732876626137,3.23047065003571,236637.97570583,5935722.61410371,1.39938915592004,,0.957072739550296
6.77226117624468,3.23159884485025,239028.751938074,5920683.86256073,1.3939217284975,,0.957000617486471
6.75692203585209,3.23125246486769,241229.161128658,5911699.03239093,1.38928250921144,,0.956978266552469
6.7417921453855,3.22959040265783,243230.732134587,5908688.6551286,1.38547265937222,,0.95746677999698
6.72731660893981,3.22679595059721,245033.332183285,5911463.57105928,1.3824698516315,,0.958116299631212
6.71389841743364,3.22306947655881,246644.591299707,5919748.73497389,1.38023167718591,,0.958681975250019
6.70189476406891,3.21862106827557,248079.171614165,5933208.43140539,1.37869930217326,,0.959155263968844
6.69161588775201,3.21366357976255,249357.950536025,5951471.29968263,1.3778011237687,,0.959676023870085
6.68332612317145,3.20840641621592,250507.181354905,5974153.8831153,1.37745622461668,,0.959869751695182
6.67724677158929,3.20305028404388,251557.685789315,6000881.79938589,1.37757748168894,,0.960198971346728
6.6735603880019,3.19778302475931,252544.12217817,6031308.0177773,1.37807424336846,,0.960853774542606
6.67241609839773,3.19277655598595,253504.361977112,6065128.07584363,1.37885453967634,,0.961165507345983
6.67393560422797,3.18818486600472,254478.997159584,6102092.34544678,1.37982683105849,,0.961158417377219
6.67821958920232,3.1841429523424,255510.992791431,6142015.65557368,1.38090132966953,,0.961113934572975
6.685354307037,3.18076655907208,256645.492827909,6184784.70048762,1.38199094428973,,0.961092457269926
6.69541819086519,3.17815254893608,257929.783158818,6230363.71839941,1.38301190776903,,0.961050172649635
6.70848838090203,3.1763797412487,259413.41398479,6278798.93343006,1.38388414660508,,0.961008720681872
6.72464711376275,3.17551005063023,261148.483515576,6330222.22771104,1.38453144831332,,0.96072085697254
6.74398795313924,3.17558977103637,263190.086463467,6384854.4644539,1.38488147570695,,0.96055004764734
6.76662186688073,3.17665086088125,265596.933587112,6443008.82700595,1.38486566969817,,0.960138676316899
6.79268316992159,3.17871209557749,268432.152374313,6505094.48022537,1.38441907494032,,0.963771479182819
6.82233535605298,3.18177996149563,271764.283619578,6571620.80276846,1.38348011634327,,0.963405055898495
6.85577683407342,3.18584916881551,275668.493955649,6643202.38319084,1.38199034970022,,0.962679957321165
6.89324656463771,3.19090265930133,280228.030130654,6720564.91793014,1.379894206631,,0.962248982462882
6.93502956159248,3.196910978683,285535.946720917,6804552.09206953,1.37713875288563,,0.960647761447067
6.98146217313793,3.20383087292698,291697.144646391,6896133.45923778,1.37367347975856,,0.959673706401043
7.03293698997809,3.21160295525114,298830.762703862,6996413.25822064,1.36945015083673,,0.95909296770291
7.08990713463531,3.22014827999263,307072.96739466,7106640.00212211,1.36442273033083,,0.957497367119635
7.15288956212118,3.22936365657507,316580.186119266,7228216.54070897,1.35854742446251,,0.956714768508
7.22246684048653,3.23911555164875,327532.823127848,7362710.11595979,1.35178287323625,,0.954774329797691
7.29928667464116,3.24923247480691,340139.483271368,7511861.69254571,1.34409053554687,,0.952964804727608
7.38405818615625,3.25949584444097,354641.701232994,7677593.53876595,1.33543531467915,,0.956074556583581
7.47754367207065,3.26962951421283,371319.127933778,7862013.65567844,1.32578647200424,,0.952905520617071
7.58054426013217,3.27928844336444,390495.054661596,8067415.21340127,1.31511887154753,,0.951205254755974
7.69387760784838,3.28804745475681,412542.052740416,8296268.69057225,1.30341458383768,,0.948869463529936
7.8183456531615,3.29539167408519,437887.368274464,8551204.00507268,1.29066485017921,,0.946975948786431
7.95469056980945,3.30071108200132,467017.540497692,8834979.71240539,1.27687236424206,,0.947116376205561
8.10353773253138,3.30330256728029,500481.524945186,9150436.5509501,1.2620537636512,,0.944864291537647
8.26532593063439,3.30238374637688,538891.437856163,9500433.524608,1.24624214011518,,0.940890778907634
8.44022754490025,3.29712322752102,582919.965329965,9887766.6595013,1.22948927859056,,0.937341108445313
8.62806502751593,3.2866913440871,633293.600797859,10315073.7964639,1.21186723970388,,0.938877864539267
8.82823451102887,3.27033292077706,690781.302560486,10784733.2381574,1.19346883327159,,0.934079202359853
9.03965176534548,3.24745876682002,756178.98035566,11298769.1413695,1.174406534113,,0.928229719950841
9.26073824404636,3.21774539832788,830291.389589475,11858780.8106558,1.15480950778203,,0.928873265240459
9.48946326650636,3.18122443954325,913914.287132619,12465914.3389368,1.13481867159543,,0.923464275488946
9.72345049158099,3.1383374695831,1007820.59237262,13120891.0626341,1.11458010187196,,0.916054752371141
9.96014269245624,3.0899331125573,1112754.18620005,13824096.9286304,1.09423753345106,,0.91191747369032
10.197001702582,3.03719415635332,1229433.44761805,14575721.6377737,1.07392504146008,,0.910056435275829
10.431706737127,2.98150241376112,1358563.84632657,15375921.1136619,1.05376108907697,,0.905221825295174
10.6623111591398,2.92427085587761,1500855.83090077,16224968.0433476,1.03384487326871,,0.898360310602094
10.8873285014799,2.86678547267446,1657042.27524728,17123357.9438185,1.01425534670614,,0.89576489481797
11.1057397383608,2.81009534828374,1827889.92460897,18071852.3301083,0.995052630186701,,0.892286763571635
11.3169362852369,2.75496969229302,2014201.58272578,19071460.1426071,0.976281011731369,,0.883556373655237
11.5206273452738,2.7019155408824,2216809.01845992,20123374.9523041,0.957972539756494,,0.883597844395396
11.716741517858,2.65123237463542,2436559.15384095,21228892.290334,0.94015037407739,,0.878277630812475
11.905343599671,2.6030765526617,2674297.03156278,22389328.1251437,0.922831418887925,,0.869118127011715
12.0865750093798,2.55751653016202,2930848.43129908,23605950.4187325,0.906028131110669,,0.86291200911033
12.2606164337449,2.51457147008011,3207003.65527942,24879926.5617104,0.889749639180983,,0.865100972460358
12.4276666836465,2.47423448206514,3503502.82027178,26212283.9070377,0.874002391751934,,0.856501669247996
12.587931460358,2.43648522121502,3821022.39427449,27603879.0028905,0.858790532067006,,0.850331683460093
12.7416174663698,2.40129638966587,4160162.63334287,29055371.9173597,0.844116130064516,,0.846557849428132
12.8889292092873,2.3686371362628,4521435.734415,30567203.5218275,0.829979346217873,,0.844233869111173
13.0300671689792,2.33847493350464,4905254.70425864,32139574.7954584,0.81637856383105,,0.840112013441033
13.1652267070035,2.31077665764146,5311923.0650542,33772427.9190832,0.803310507110209,,0.831598436461516
13.2945974233618,2.28550919123392,5741625.57278131,35465429.2740424,0.790770353378233,,0.827382006262702
13.4183628072489,2.26263969749061,6194420.13954266,37217954.6170553,0.778751843724494,,0.827938717508829
13.5367000928682,2.24213564657967,6670231.14412519,39029076.7669356,0.767247394340555,,0.824468865888726
13.6497802639734,2.22396464474413,7168844.29598501,40897556.1572364,0.756248209605982,,0.815569918908546
13.7577681689052,2.20809410443193,7689903.19057003,42821834.5970601,0.745744397212171,,0.814003362883469
13.8608227184785,2.1944907891093,8232907.66055738,44800032.5466754,0.735725085071135,,0.814815392495531
13.9590971454212,2.18312026594114,8797213.98975072,46829950.1588792,0.726178539372533,,0.811881802555839
14.05273930803,2.17394630064585,9382037.01559775,48909072.264577,0.717092282885311,,0.803857281693198
14.1418920234034,2.1669302298481,9986454.10416827,51034577.3955852,0.70845321242688,,0.798102069620721
14.2266934177354,2.16203034601102,10609410.939631,53203350.8433862,0.700247714327455,,0.796874903138921
14.3072772830724,2.15920132793529,11249729.0303823,55412001.6540237,0.692461776689353,,0.795375157422775
14.383773431785,2.15839374580363,11906114.7974447,57656883.361036,0.685081097272179,,0.79738896114406
14.4563080417907,2.15955366418483,12577170.0787575,59934118.1646301,0.678091185916878,,0.792217658078038
14.5250039871993,2.16262235989946,13261403.8564162,62239624.1800783,0.671477460546455,,0.786360617747287
14.5899811504514,2.16753616485805,13957244.9933724,64569145.3049009,0.665225335939482,,0.788463874578876
14.6513567131492,2.1742264374864,14663055.7518874,66918283.1954178,0.659320304654131,,0.785650753790133
14.7092454236238,2.18261966055897,15377145.8582081,69282530.8006023,0.653748009674642,,0.783316263049094
14.7637598398993,2.192637658392,16097786.8763367,71657306.8759498,0.6484943085483,,0.787937309071754
14.8150105471581,2.20419792248127,16823226.6580769,74037990.8925625,0.643545328969571,,0.783370899806854
14.8631063491609,2.21721403178874,17551703.6462437,76419957.7663405,0.638887515941168,,0.778357589712905
14.9081544333733,2.23159615192551,18281460.8224054,78798611.8578156,0.634507670793593,,0.780612813622935
14.9502605098441,2.24725159636566,19010759.1090278,81169419.7328963,0.630392982471463,,0.777666360080892
14.9895289241795,2.26408543246781,19737890.0575987,83527941.2262737,0.626531051594974,,0.778469277723905
15.0260627452594,2.28200111538948,20461187.6783573,85869858.4098061,0.622909907878201,,0.773662256718646
15.0599638286481,2.30090113385155,21179039.2927693,88191002.1350499,0.61951802153396,,0.771704654205636
15.0913328569378,2.32068765303885,21889895.3160346,90487375.8894683,0.616344309319973,,0.776157218837046
15.1202693585264,2.34126314159152,22592277.9029131,92755176.7770787,0.613378135885985,,0.772968927720037
15.1468717065552,2.36253097153248,23284788.4153134,94990813.5040556,0.610609311069546,,0.771563228093831
15.1712370999118,2.384395981977,23966113.6938206,97190921.3160451,0.608028083762659,,0.769276297718947
15.1934615283391,2.40676499948005,24635031.1371723,99352373.8950538,0.605625132935605,,0.771135831114186
15.213639723773,2.42954730981016,25290412.613269,101472292.278504,0.603391556360941,,0.770460397949706
15.2318651000768,2.45265507773263,25931227.2423778,103548050.910571,0.601318857532577,,0.767211665842653
15.2482296833321,2.47600371299166,26556543.1076336,105577280.975771,0.599398931224221,,0.768939164208647
15.2628240348084,2.49951218207701,27165527.9597093,107557871.196814,0.597624048080248,,0.76736692303519
15.2757371686604,2.52310326653321,27757448.9916681,109487966.3031,0.595986838581733,,0.765604289077729
15.2870564662963,2.54670376952231,28331671.7666358,111365963.393369,0.594480276682122,,0.763730091625513
15.2968675892424,2.57024467309574,28887658.3852156,113190506.426333,0.593097663361676,,0.762952011058198
15.3052543921798,2.59366124918512,29424964.9817097,114960479.077432,0.591832610308021,,0.762448396974666
15.3122988376813,2.61689312770885,29943238.6384639,116674996.198869,0.590679023892125,,0.769779325529576
15.3180809140081,2.63988432543391,30442213.8062504,118333394.114519,0.589631089574996,,0.770710375404047
15.3226785571614,2.66258323935319,30921708.3158211,119935219.972074,0.588683256850409,,0.769785744374712
15.3261675782144,2.68494260836186,31381619.061843,121480220.362592,0.587830224802746,,0.767290858909225
15.3286215967826,2.70691944695987,31821917.435622,122968329.403188,0.587066928336515,,0.767143368038119
15.3301119813323,2.72847495459164,32242644.5775481,124399656.46257,0.586388525114951,,0.766499196811867
15.3307077968694,2.74957440407174,32643906.5142739,125774473.692198,0.585790383229015,,0.769602099793182
15.3304757604056,2.77018701235171,33025869.2394449,127093203.508374,0.585268069604781,,0.770174766765761
15.3294802044671,2.79028579666781,33388753.7905002,128356406.1531,0.584817339146341,,0.769360775865415
